dc_gender,dc_state,dc_district,newsletter_id,dc_date,dc_name,dc_party,newsletter_count,total_newsletters,body_word_count,fundraising_terms,fundraising_ratio,neutral_score,anger_score,joy_score,disgust_score,sadness_score,surprise_score,fear_score,matched_phrases,themes_list,theme_national_security_and_defense,theme_political_figures_-_obama,theme_social_issues_and_values,theme_healthcare,theme_social_safety_net_and_entitlements,theme_education,theme_government_overreach,theme_economy_and_taxes,theme_congress_and_legislation,theme_housing_and_community,theme_media_and_press,theme_energy_independence,theme_patriotic_rhetoric,theme_law_enforcement_and_crime,theme_immigration,theme_political_figures_-_trump,theme_executive_power,theme_voting_rights,theme_terrorism_and_foreign_threats,theme_supreme_court_and_judiciary,theme_iran_and_nuclear_policy,theme_gun_policy,theme_reproductive_rights,theme_climate_and_energy_policy,theme_civil_rights,theme_political_figures_-_hillary_clinton,theme_criminal_justice_reform,theme_election_integrity,theme_trump_name_calling,fec_cid,fec_name,contrib_date,contrib_count,contrib_amount,month_start,avg_daily_contrib_count_per_month,avg_daily_contrib_amount_per_month,window_days,window_contrib_count,window_contrib_amount,window_fundraising_count_score,window_fundraising_amount_score
M,NC,13,97878,2015-04-14,GEORGE HOLDING,R,1,8.0,372,1,0.002688172043010753,0.8625935316085815,0.0413269214332103,,0.0437138937413692,0.0288021583110094,,0.0161507278680801,"['obama', 'president obama', 'legislation', 'house', 'congress', 'terrorist', 'terrorists', 'isis', 'terror', 'iran', 'nuclear', 'power', 'media', 'news']","['Political Figures - Obama', 'Terrorism & Foreign Threats', 'Iran & Nuclear Policy', 'Congress & Legislation', 'Media & Press', 'Executive Power']",False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,N00033399,GEORGE HOLDING,2015-04-14,1,1500.00,2015-04-01,0,830.00,3,1,1500.00,0.36,0.60
F,CA,53,97879,2015-04-14,SUSAN DAVIS,D,1,25.0,193,0,0.0,0.7120079398155212,0.0085443025454878,0.1528934389352798,,0.0081838592886924,0.1128499284386634,,"['student', 'house', 'congress', 'news']","['Media & Press', 'Education', 'Congress & Legislation']",False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00009604,SUSAN DAVIS,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,CA,8,97880,2015-04-14,PAUL COOK,R,1,103.0,1773,3,0.001692047377326565,0.9153172373771667,0.0158365964889526,,0.0101716117933392,0.0275653600692749,0.0219802912324666,,"['healthcare', 'health', 'education', 'student', 'benefit', 'assistance', 'this bill', 'the bill', 'bills', 'house', 'senate', 'congress', 'committee', 'vote', 'law', 'election', 'community', 'veterans', 'terror', 'iran', 'nuclear', 'nuclear deal', 'jobs', 'business', 'epa', 'states', 'freedom', 'accountability', 'media', 'press', 'news']","['National Security & Defense', 'Healthcare', 'Voting Rights', 'Social Safety Net & Entitlements', 'Terrorism & Foreign Threats', 'Education', 'Iran & Nuclear Policy', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power', 'Energy Independence']",True,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,N00034224,PAUL COOK,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,FL,23,97882,2015-04-14,DEBBIE WASSERMAN SCHULTZ,D,1,31.0,472,0,0.0,0.1855833828449249,0.5745801329612732,,0.0489467643201351,,0.0988178700208664,0.0739728808403015,"['parental rights', 'legislation', 'house', 'congress', 'law', 'order', 'states', 'press']","['Education', 'Government Overreach', 'Law Enforcement & Crime', 'Congress & Legislation', 'Media & Press']",False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00026106,DEBBIE WASSERMAN SCHULTZ,2015-04-14,1,50.00,2015-04-01,1,1400.63,3,3,2075.00,0.65,0.49
F,FL,2,97883,2015-04-14,GWEN GRAHAM,D,1,26.0,454,0,0.0,0.2098415940999984,0.0291511230170726,0.6535360813140869,0.028486194089055,0.0606671944260597,,,"['legislation', 'the bill', 'congress', 'tax', 'economy', 'jobs', 'business', 'news']","['Media & Press', 'Congress & Legislation', 'Economy & Taxes']",False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00035688,GWEN GRAHAM,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,MD,3,97884,2015-04-14,JOHN SARBANES,D,1,20.0,777,4,0.005148005148005148,0.8991143107414246,,0.0129383215680718,0.01426696870476,0.0334336683154106,,0.0218528769910335,"['health care', 'affordable care act', 'health', 'student', 'college', 'student loan', 'wage', 'benefit', 'congress', 'law', 'equality', 'equal', 'affordable', 'isis', 'tax', 'tax code', 'economy', 'jobs', 'economic growth', 'business', 'spending', 'government', 'power', 'american', 'news']","['Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Civil Rights', 'Economy & Taxes', 'Government Overreach', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power']",False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,N00027751,JOHN SARBANES,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,MN,4,97885,2015-04-14,BETTY MCCOLLUM,D,1,31.0,834,2,0.002398081534772182,0.8981286883354187,0.0061255637556314,0.0511590391397476,,0.0042906464077532,0.0363485962152481,,"['border', 'obama', 'obama administration', 'legislation', 'this bill', 'house', 'congress', 'order', 'tax', 'economy', 'jobs', 'dollars', 'states', 'american', 'news']","['Political Figures - Obama', 'Patriotic Rhetoric', 'Government Overreach', 'Economy & Taxes', 'Law Enforcement & Crime', 'Immigration', 'Congress & Legislation', 'Media & Press']",False,True,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00012942,BETTY MCCOLLUM,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,MI,9,97886,2015-04-14,SANDER LEVIN,D,1,45.0,509,1,0.0019646365422396855,0.9457557797431946,0.0063534434884786,0.0227656718343496,,0.0043206503614783,0.0146797141060233,,"['repeal', 'student', 'child care', 'wage', 'benefit', 'house', 'congress', 'committee', 'vote', 'law', 'equal', 'nuclear', 'tax', 'deficit', 'dollars', 'government', 'states', 'power', 'american', 'news']","['Healthcare', 'Iran & Nuclear Policy', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Civil Rights', 'Economy & Taxes', 'Government Overreach', 'Congress & Legislation', 'Media & Press', 'Executive Power']",False,False,False,True,True,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,N00003950,SANDER LEVIN,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,TX,26,97887,2015-04-14,MICHAEL BURGESS,R,1,100.0,201,1,0.004975124378109453,0.7078595757484436,0.0589742921292781,0.1550765931606292,0.0173049550503492,,0.0480546690523624,,"['health care', 'medicare', 'health', 'repeal', 'medicare', 'legislation', 'house', 'senate', 'tax', 'news']","['Healthcare', 'Social Safety Net & Entitlements', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press']",False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00025219,MICHAEL BURGESS,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,PA,4,97888,2015-04-14,SCOTT PERRY,R,1,166.0,606,1,0.0016501650165016502,0.962497889995575,0.0068718227557837,0.0059556546621024,,,0.0084390798583626,0.0089453058317303,"['repeal', 'wage', 'legislation', 'congress', 'committee', 'sponsored', 'housing', 'community', 'tax', 'business', 'bureaucracy', 'government', 'judicial', 'accountability', 'oversight', 'transparency', 'american', 'news']","['Healthcare', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Housing & Community', 'Media & Press', 'Executive Power']",False,False,False,True,True,False,True,True,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,N00034120,SCOTT PERRY,2015-04-14,2,750.00,2015-04-01,0,335.00,3,2,750.00,0.95,0.75
M,VA,5,97890,2015-04-14,ROBERT HURT,R,1,107.0,688,1,0.0014534883720930232,0.0668883770704269,0.0263845175504684,,,0.0253531578928232,0.0459962859749794,0.8140093684196472,"['healthcare', 'health', 'assistance', 'bills', 'house', 'congress', 'law', 'taxes', 'tax', 'tax code', 'small business', 'business', 'dollars', 'epa', 'life', 'federal government', 'government', 'mandates', 'freedom', 'accountable', 'american', 'american people', 'press', 'news', 'reporting']","['Social Issues & Values', 'Healthcare', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press', 'Executive Power', 'Energy Independence']",False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,N00031265,ROBERT HURT,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,WI,3,97881,2015-04-14,RON KIND,D,1,28.0,254,3,0.011811023622047244,0.8300215601921082,0.0220077503472566,,,0.0541160330176353,0.0378401391208171,0.0435756221413612,"['medicaid', 'health', 'medicaid', 'benefit', 'affordable', 'taxes', 'tax', 'budget', 'states', 'news']","['Healthcare', 'Social Safety Net & Entitlements', 'Government Overreach', 'Economy & Taxes', 'Housing & Community', 'Media & Press']",False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00004403,RON KIND,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,TN,5,97891,2015-04-14,JIM COOPER,D,1,302.0,621,1,0.001610305958132045,0.1152618378400802,,,0.0507577694952487,0.7073871493339539,0.0476260147988796,0.0531035289168357,"['police', 'military', 'terror', 'iran', 'epa', 'media', 'news', 'new york times', 'wall street journal']","['National Security & Defense', 'Iran & Nuclear Policy', 'Terrorism & Foreign Threats', 'Law Enforcement & Crime', 'Media & Press', 'Energy Independence']",True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,N00003132,JIM COOPER,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,KS,4,97892,2015-04-14,MIKE POMPEO,R,1,110.0,738,1,0.0013550135501355014,0.2459779381752014,,0.6546105742454529,,0.029291495680809,0.0254003424197435,0.0282576754689216,"['benefit', 'assistance', 'obama', 'president obama', 'obama administration', 'congress', 'order', 'military', 'terrorist', 'terrorists', 'isis', 'terror', 'guantanamo', 'iran', 'nuclear', 'epa', 'power', 'american', 'news']","['National Security & Defense', 'Political Figures - Obama', 'Terrorism & Foreign Threats', 'Iran & Nuclear Policy', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Law Enforcement & Crime', 'Congress & Legislation', 'Media & Press', 'Executive Power', 'Energy Independence']",True,True,False,False,True,False,False,False,True,False,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,N00030744,MIKE POMPEO,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,PA,12,97893,2015-04-13,KEITH ROTHFUS,R,1,99.0,1218,2,0.0016420361247947454,0.0523361600935459,0.0207486692816019,,0.0048347557894885,0.0113240098580718,,0.9050077199935912,"['education', 'student', 'house', 'congress', 'committee', 'vote', 'votes', 'community', 'defense', 'isis', 'economy', 'economic growth', 'small business', 'business', 'government', 'states', 'judges', 'accountable', 'american', 'media', 'press']","['National Security & Defense', 'Terrorism & Foreign Threats', 'Patriotic Rhetoric', 'Education', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Housing & Community', 'Media & Press', 'Executive Power']",True,False,False,False,False,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,N00031253,KEITH J ROTHFUS,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,AL,7,97905,2015-04-13,TERRI SEWELL,D,1,107.0,399,1,0.002506265664160401,0.2535310387611389,0.0054733287543058,0.6894775032997131,,0.0064536239951848,0.0387604422867298,,"['healthcare', 'health', 'education', 'obama', 'president obama', 'house', 'congress', 'committee', 'jobs', 'government', 'press', 'news']","['Political Figures - Obama', 'Healthcare', 'Education', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press']",False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00030622,TERRI A SEWELL,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,MN,8,97894,2015-04-13,RICHARD NOLAN,D,1,112.0,3225,6,0.0018604651162790699,0.1971205025911331,0.5641151070594788,,0.1721080839633941,0.0283403862267732,,0.0333214551210403,"['health care', 'health', 'education', 'student', 'gun', 'border', 'illegal', 'benefit', 'maga', 'obama', 'president obama', 'legislation', 'bills', 'house', 'congress', 'committee', 'vote', 'law', 'amendment', 'community', 'order', 'national defense', 'defense', 'veterans', 'armed forces', 'sanctions', 'tax', 'jobs', 'business', 'regulation', 'dollars', 'epa', 'life', 'government', 'states', 'power', 'american', 'press', 'news', 'new york times']","['National Security & Defense', 'Political Figures - Obama', 'Social Issues & Values', 'Iran & Nuclear Policy', 'Government Overreach', 'Immigration', 'Gun Policy', 'Healthcare', 'Patriotic Rhetoric', 'Law Enforcement & Crime', 'Congress & Legislation', 'Political Figures - Trump', 'Social Safety Net & Entitlements', 'Media & Press', 'Energy Independence', 'Education', 'Economy & Taxes', 'Housing & Community', 'Executive Power']",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,N00021207,RICK NOLAN,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,TX,25,97895,2015-04-13,ROGER WILLIAMS,R,1,28.0,896,1,0.0011160714285714285,0.0114646106958389,,0.0090433964505791,0.0093692485243082,0.0372943170368671,,0.92451274394989,"['education', 'student', 'violence', 'obama', 'president obama', 'obama administration', 'legislation', 'house', 'congress', 'law', 'amendment', 'civil', 'national defense', 'defense', 'military', 'veterans', 'armed forces', 'terrorism', 'terrorist', 'terror', 'life', 'unborn', 'god', 'states', 'freedom', 'media', 'news']","['National Security & Defense', 'Political Figures - Obama', 'Social Issues & Values', 'Terrorism & Foreign Threats', 'Education', 'Civil Rights', 'Government Overreach', 'Congress & Legislation', 'Gun Policy', 'Media & Press']",True,True,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,N00030602,ROGER WILLIAMS,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,CA,23,97896,2015-04-13,KEVIN MCCARTHY,R,1,304.0,150,0,0.0,0.9124438166618348,,0.011560833081603,,0.0102015873417258,0.0498057678341865,0.0077810385264456,"['house', 'committee', 'vote', 'votes', 'majority', 'majority leader', 'sponsored', 'housing', 'order', 'business', 'budget']","['Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Law Enforcement & Crime']",False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00028152,KEVIN MCCARTHY,2015-04-13,3,7000.00,2015-04-01,4,6289.40,2,3,7000.00,0.34,0.56
M,TX,19,97898,2015-04-13,RANDY NEUGEBAUER,R,1,104.0,684,0,0.0,0.593527615070343,0.0962114557623863,,0.0574677996337413,0.1412083059549331,,0.0513438284397125,"['repeal', 'benefit', 'assistance', 'obama', 'president obama', 'the bill', 'bills', 'house', 'congress', 'committee', 'vote', 'sponsored', 'community', 'iran', 'nuclear', 'nuclear deal', 'tax', 'tax reform', 'tax code', 'economy', 'jobs', 'economic growth', 'small business', 'business', 'regulations', 'regulatory', 'regulation', 'epa', 'federal government', 'government', 'accountability', 'transparency', 'american', 'news', 'reported']","['Political Figures - Obama', 'Healthcare', 'Iran & Nuclear Policy', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power', 'Energy Independence']",False,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,N00026043,RANDY NEUGEBAUER,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,DC,0,97910,2015-04-13,ELEANOR NORTON,D,1,85.0,810,2,0.0024691358024691358,0.8672704100608826,,0.0248143095523118,0.0158243887126445,,0.0314312130212783,0.0406937412917614,"['student', 'college', 'trump', 'house', 'congress', 'community', 'neighborhood', 'police', 'order', 'isis', 'tax', 'jobs', 'epa', 'government', 'department of justice', 'american', 'media', 'news']","['Terrorism & Foreign Threats', 'Patriotic Rhetoric', 'Education', 'Government Overreach', 'Law Enforcement & Crime', 'Economy & Taxes', 'Congress & Legislation', 'Political Figures - Trump', 'Housing & Community', 'Supreme Court & Judiciary', 'Media & Press', 'Energy Independence']",False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,,,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,VA,9,97899,2015-04-13,H. GRIFFITH,R,1,115.0,856,1,0.0011682242990654205,0.0132020264863967,0.0037262747064232,0.0026864178944379,,,0.9739875197410583,0.0036263254005461,"['health care', 'obamacare', 'affordable care act', 'health', 'repeal', 'obama', 'president obama', 'obama administration', 'house', 'congress', 'committee', 'vote', 'votes', 'law', 'majority', 'affordable', 'isis', 'iran', 'states', 'oversight', 'american', 'american people', 'press', 'news', 'abc news']","['Political Figures - Obama', 'Terrorism & Foreign Threats', 'Healthcare', 'Iran & Nuclear Policy', 'Patriotic Rhetoric', 'Government Overreach', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power']",False,True,False,True,False,False,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,N00032029,MORGAN GRIFFITH,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
